LATITUDE,LONGITUDE,POPUP,ICON
28.297681297567163,-16.778426961848982,Montanas Negras!,green
28.02972535022799,-16.54777514023273,Montaña Roja!,red
28.26943224855459,-16.608686900705266,Montaña Blanca!,green
28.0111403231503,-16.63562370465636,Montaña Amarilla!,red
